"地沟油的记者李翔,死了, 身中10余刀,惨死。他为我们的健康,付出了年轻的生命。我们能为他做的就是：请动一下鼠标,转发。 把油放到冰箱里2个小时出现白色泡沫就是地沟油。炒菜时放一颗剥皮的蒜头，如果蒜头变红色,就是地沟油,含有黄曲霉素。油好的话, 蒜子是白色的 我在",,2013/8/19 22:40,rumor
"　　何炅  揭露地沟油的记者李翔,死了, 身中10余刀,惨死。他为我们的健康,付出了年轻的生命。我们能为他做的就是：请动一下鼠标,转发… 我在",,2013/8/20 7:43,rumor
地沟油的记者李翔死了，身中10余刀，惨死。他为我们的健康付出了年轻的生命。             把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油。       地沟油：炒菜时放一颗剥皮的蒜头，蒜头变红色，就是用地沟油，食用油蒜是白色的。 我在,,2013/8/22 13:07,rumor
"纪念！为揭露地沟油远去的【记者李翔】 动起来！纪念！动起来！ 何炅： 揭露地沟油的记者李翔,死了, 身中10余刀,惨死。 他为我们的健康,付出了年轻的生命。 我们能为他做的就是： 请动一下鼠标,转发。 http",,2013/8/20 7:45,rumor
转：地沟油的记者李翔死了，身中10余刀，惨死。他为我们的健康付出了年轻的生命。把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油。炒菜时放一颗剥皮的蒜头，如果蒜头变红色，就是地沟油，含有大量黄曲霉素。食油良好的话，蒜子是白色的。如果每个收到这份邮件，请转发给其他人,转发微博;转发微博;,2013/8/20 6:57,rumor
揭露地沟油的记者李翔，死了。他身中10余刀，惨死。他为我们的健康付出了年轻的生命，我们能为他做的就是：请动一下手指转发。把你家里的油放倒冰箱里2小时，如果出现白色的泡沫状，那就是地沟油！炒菜时放一颗剥皮的蒜头，如果蒜头变红色，就是地沟油，含有大量的黄曲霉素，食油http,,2013/8/22 16:59,rumor
地沟油的记者李翔死了身中10余刀死他为我们的健康付出了年轻的生命。把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油。请发出你的爱心， 检测是否地沟油的最简单方法是,,2013/8/20 15:03,rumor
"#关注地沟油#地沟油的记者李翔,死了, 身中10余刀,惨死。他为我们的健康,付出了年轻的生命。我们能为他做的就是：请动一下鼠标,转发。 1、把你家里的油放到冰箱里2个小时,如果出现白色的泡沫一样,那就是地沟油.2、炒菜时放一颗剥皮的蒜头，如果蒜头变红色,就是用地沟油。食油良好的话, 蒜子是白色的。                 ",李翔的死与地沟油无关。 但有关新闻报道，他关注过地沟油。 本条微博只是提醒大众关注地沟油、鉴别地沟油，保卫健康。建议新浪删除本条微博。本人删除不了啊？！;,2013/8/22 8:43,rumor
发布地沟油的记者李翔，死了。他身中10余刀，惨死。他为我们的健康付出了年轻的生命。我们能做的，就是动动你的手指转发把你家里的油放倒冰箱里2小时，如果出现白色的泡沫状，那就是地沟油炒菜时放一颗剥皮的蒜头，如果蒜头变红色，就是地沟油，含有大量的黄曲霉素，食油良好的话，蒜头是白色,,2013/9/22 22:03,rumor
【调查地沟油的记者李翔，死了】 身中10余刀，惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命。请动一下鼠标，转发，表达一下谢意。不过分吧？恭请转发@徐昕 @袁裕来律师                 ,,2013/9/23 14:16,rumor
"揭露地沟油的记者李翔死了, 身中10余刀惨死他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命 把你家里的油放到冰箱里2个小时,如果出现白色的泡沫一样,那就是地沟油.在炒菜时放一颗剥皮的蒜头。如果蒜子变红色,就是用地沟油,含有大量黄曲霉素 我在",,2013/10/7 8:56,rumor
【上班族警惕！远离这几种便餐】①麻辣烫：不换底料，导致汤内含大量草酸、嘌呤、动物脂肪等有害物质。②盖浇饭：不少不良商贩使用地沟油，长期摄入可导致腹泻、肠炎、脂肪肝，甚至诱发肝癌。③凉皮：为增加凉皮韧性，非法商贩加入速溶蓬灰和硼砂，有毒又致癌。中午就餐时，请注意！！！                 ,回复@红海湾小哥:来海城吃黑色经典！！;回复@阳小思:有机会哥请你吃臭豆腐，最臭那个;回复@红海湾小哥:;,2013/7/21 23:57,rumor
"揭露地沟油的记者李翔,死了, 身中10余刀,惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命。为了我们的健康,他付出了年轻的生命。我们能为他做的就是：请动一下鼠标,转发,表达一下谢意。 把你家里的油放到冰箱里2个小时,如果出现白色的泡沫一... http",如果是真的的话，那做这件事的人是不是在警告着什么，还有难道天朝就这样让权和钱给掌权了？;这他妈都什么屁事儿啊？政府人员不是都讲究真善美么？我他妈怎么感觉这是假大空啊？不是我愤青，这他妈都是什么破事儿啊？出了事他们不是想着解决，而是一天到晚想着影响，大局观全局观，一天到晚想着政绩政绩，我就是一小老百姓儿，你他妈的什么大局观全局观管我们屁事儿 啊？大家说说、、对不？;如果这是真实的，那么，这个社会不是很黑暗么？国家专政机关不是很软弱吗？还是不作为？;,2013/7/4 8:54,rumor
【怎么鉴定地沟油】炒菜时放一颗剥皮的蒜头(蒜子)，蒜子对黄曲霉素最敏感。如果蒜子变红色就是地沟油，含有大量黄曲霉素。把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油。请发出你的爱心，转给身边滴朋友吧！@减肥常识（转）                 ,;学习;转发微博;,2013/5/10 13:11,rumor
【 调查地沟油的记者李翔，死了 】 身中10余刀，惨死。他为全国不能吃特供的十多亿草泥马的食品安全努力过。他付出了年轻的生命。请动一下鼠标，为正义而转发。                    ,转发微博;转发微博;造谣者全部下地狱，传谣者一律下地狱！都是被魔鬼迷惑却不思悔改的人;,2013/5/8 16:00,rumor
"【实名制的实质】邹小帛因实名举报公安局副局长腐败,被枪杀.蒋卫锁揭露三聚氰胺毒奶而被死亡.曝光地沟油的记者李翔被乱刀砍死.中国药品打假第一人高敬德,被带进派出所离奇死亡.曝光冻死五名流浪儿的记者李元龙被失踪。维权人士葛志慧、王炜被失踪。反腐记者齐崇淮因曝光山东政府大楼被判刑。                 ",他已经消失两天了;;//@爱心-角落://@大刀砍向二鬼子: //@最热门搞笑排行榜: 实名制的背后。。。;,2013/4/12 22:01,rumor
【揭露地沟油的记者李翔死了！】李翔身中10余刀，惨死。殊不知，他才30岁啊！他为我们的健康，付出了年轻的生命。我们能为他做的就是：请动一下鼠标，转发。 把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油。请发出你的爱心，把这个信息@给你的亲朋好友。赠人玫瑰，手留余香！,,2013/4/8 7:42,rumor
"揭露地沟油的记者李翔，身中10余刀惨死，他的死是为了我们的健康。请把家里的油放到冰箱冻两小时，如果出现白色泡沫就是地沟油。检测地沟油的最简单方法是，炒菜时放一颗剥皮的蒜头，如果蒜头变红色,就是用地沟油，含有大量黄曲霉素，超级致癌。转给亲人和朋友吧！ 我在",此微博是虚假信息，“记者李翔案”已于2011年9月告破，系抢劫杀人。;,2013/4/3 14:53,rumor
"揭露地沟油的记者李翔,身中10余刀,惨死。为全国十多亿人民的食品安全付出了年轻的生命。把油放到冰箱里2个小时,如果出现白色的泡沫,就是地沟油。检测是否地沟油最简单方法是",转发微博;,2013/2/13 0:10,rumor
 令人发指 ！！【法治社会 爆料者的结局】爆料地沟油的记者李翔身中10余刀被惨杀；曝光三聚氰胺的乳业打假第一人蒋卫锁遇害身亡；中国药品打假第一人高敬德在北京被派出所接走，3天后离奇死亡；爆料毕节五名流浪儿童被冻死的记者李元龙也不知去向. - 原文地址：http,转发微博;转发微博;,2012/11/23 11:11,rumor
赵普因曝光皮鞋酸奶，封杀几个月差点被革职；曝光地沟油的记者李翔身中10余刀被惨杀；曝光三聚氰胺的乳业打假第一人蒋卫锁遇害身亡；中国药品打假第一人高敬德在北京被派出所接走，3天后离奇死亡；曝光毕节五名流浪儿童被冻死的记者李元龙昨天也秘密失踪。（你该知道假货为什么流行了吧？）,感到悲哀;假货是这样练成滴！艹;为什么你还没有事情;,2012/11/22 19:04,rumor
【畸形的社会】赵普因曝光皮鞋酸奶，封杀几个月差点被革职；曝光地沟油的记者李翔身中10余刀被惨杀；曝光三-聚-氰-胺的乳业打假第一人蒋卫锁遇害身亡；中国药品打假第一人高敬德在北京被派出所接走，3天后离奇死亡；曝光毕节五名流浪儿童被冻死的记者李元龙现在也秘密失踪...                 ,试试能不能评论;;恐怖.;,2012/11/23 20:00,rumor
【声音】赵普因曝光皮鞋酸奶，封杀几个月差点被革职；曝光地沟油的记者李翔身中10余刀被惨杀；中国药品打假第一人高敬德在北京被派出所接走，3天后离奇死亡；曝光毕节五名流浪儿童被冻死的记者李元龙昨天也秘密失踪；曝光三聚氰胺的乳业打假第一人44岁的蒋卫锁遇害身亡；魔高万丈，道已沉睡？@郭晏平                 ,";地沟油揭露者李翔也是被流窜犯劫财灭口！//@吴钩在手: 扯蛋！蒋卫锁是他老婆杀的！这帮王八蛋不造谣会死吗？ //@AC_zuzo:这帮人都是公知高级黑啊~~;@湖北资讯广播 李翔不是曝光地沟油的记者，是死于一起抢劫，与地沟油没有任何关系。蒋卫锁遇害,案件以侦破是死与家庭纠纷。李元龙不是记者，也没有被秘密逮捕，儿子在美国上学。 身为蓝V带头造谣，我只能草泥马！造谣一时爽，全家火葬场！你是湖北之耻！艹 丢人呐;",2012/11/23 11:26,rumor
调查地沟油的记者，李翔，死了，身中10余刀，惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命。请动一下鼠标，转发，表达一下谢意@王克勤 @王跃文 @薛蛮子                 ,//@支修益大夫://@mm因特古拉://@Alan李鑫然:  @郭美美Baby  //@脾气太坏的小磨菇:@Alan李鑫然  //@江泽飞@林洪生 @樊慧婷医生 @支修益大夫 @张英-肿瘤科医生;记者中的好人;如果是假新闻，你他娘的死全家！;,2012/11/20 10:37,rumor
爆料地沟油的记者李翔身中10余刀被惨杀；曝光三聚氰胺的乳业打假第一人蒋卫锁遇害身亡；中国药品打假第一人高敬德在北京被派出所接走，3天后离奇死亡；爆料毕节五名流浪儿童被冻死的记者李元龙也不知去向。今天，曝光“雷冠希”的@纪许光 将单刀赴会重庆纪委！生死未卜，请转发挺老纪吧！,,2012/11/23 13:44,rumor
【法治社会 爆料者的结局】爆料地沟油的记者李翔身中10余刀被惨杀；赵普因爆料一条劝告“不要再吃老酸奶和果冻”的微博，被央-视封-杀；曝光三聚氰胺的乳业打假第一人蒋卫锁遇害身亡；中国药品打假第一人高敬德在北京被派出所接走，3天后离奇死亡；爆料毕节五名流浪儿童被冻死的记者李元龙也不知去向。                 ,可恨！可恶！;上船了吧;感谢;,2012/11/23 22:39,rumor
赵普因曝光皮鞋酸奶，封杀几个月差点被革职；曝光地沟油的记者李翔身中10余刀被惨杀；曝光三聚氰胺的乳业打假第一人蒋卫锁遇害身亡；中国药品打假第一人高敬德在北京被派出所接走，3天后离奇死亡；曝光毕节五名流浪儿童被冻死的记者李元龙昨天也秘密失踪。——我们这个社会不需要说真话的人！？,真的好气愤气愤气愤气愤气！谁有那么大的权力去胡乱杀人，奸商杀人需要收买官员，官员杀人根本不需请示，即使被发现，就随意找个虾毛替死鬼，1000万人掌权掌钱，3000万人出国逃避，2亿7千万人无言论活着，10亿人挣扎在生死线上，这就是中国！//@Monkey_D_小狗爱_曾小伟: //@_春爷:转发微博;造谣无耻;1;,2012/11/22 19:05,rumor
【2个简单方法：检测是否地沟油】方法1：在炒菜时放一颗剥皮的蒜头（蒜子），蒜头对于黄曲霉素最敏感。如果蒜头变红色，就是用地沟油，含有大量黄曲霉素。食油良好的话，蒜头是白色的。 方法2：把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油。赶快把这2个方法告诉更多的人吧。                 ,//@淘道者小全: //@每天学点经济学:2个简单方法：检测是否地沟油;不是哦。。听说快餐店的都是地购油、;是不是哦。。听说快餐店的都是地购油、;,2012/11/6 9:13,rumor
"【揭露地沟油身中13刀被杀 杀害记者李翔的主犯一审被判死刑】去年9月18日凌晨1时，洛阳电视台记者李翔被劫杀，身中13刀抢救无效死亡。近日,河南洛阳市中级人民法院作出一审判决,凶手张晓波、李俊召分别被判处死刑和有期徒刑6年。@天翼视讯 http",,2012/10/31 11:25,rumor
查地沟油的记者李翔，身中10余刀，惨死。他为不能吃特供的十多亿人民的食品安全付出了年轻的生命。我们能为他做的就是：动一下鼠标，转发，表达一下谢意。把油放到冰箱里2个小时，如果出现白色的泡沫一样，就是地沟油,像战士致敬！！;@烟斗客blog 的照片很棒(来自专辑 微博配图)，推荐给大家！;//@tinastore: //@天天天晴妞儿://@Teresa美竹://@素帕秦://@ben_gx://@DDP王小姐://@之之火: //@周蔚鋆leona: 转发微博;,2012/8/22 18:36,rumor
"地沟油的记者李翔,死了, 身中10余刀,为了我们的健康,他付出了年轻的生命。把你家里的油放到冰箱里2个小时,如果出现白色的泡沫一样,那就是地沟油. 在炒菜时放一颗剥皮的蒜头，如果蒜子变红色,就是用地沟油,含有大量黄曲霉素食 油良好的话,蒜子是白色为了朋友,为了亲人，以防万一。",//@大叔高芬://@瑶瑶2900275083: //@小P老师:😡😡😡😡😡 //@张茜:;//@小P老师:😡😡😡😡😡 //@张茜:;[群体围观];,2012/8/16 14:47,rumor
【地沟油记者】 身中10余刀，惨死。他为全国不能吃特供的屁民的食品安全努力过，在他死于非命时，官方说，与地沟油报道无关，那与什么有关？屁民们，动一下鼠标，转发，表达一下谢意。恭请转发！！！                 ,[蠟燭]//@冰峰和菜刀: 哎//@十方品牌公关牛妞:这就是今日之中国～～ //@lannielv:;此情此景的中国，钓鱼岛收回来又能如何呢？//@十方品牌公关牛妞: 这就是今日之中国～～ //@lannielv:;这就是今日之中国～～ //@lannielv:;,2012/9/7 14:25,rumor
"曝光地沟油的记者李翔,死了, 身中10余刀,惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命。为了我们的健康,他付出了年轻的生命。我们能为他做的就是：请动一下鼠标,转发,表达一下谢意。 （一）",,2012/9/3 9:56,rumor
"报道地沟油的记者李翔,死了, 身中10余刀,惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命。为了我们的健康,他付出了年轻的生命。",;,2012/9/24 13:48,rumor
"赠人玫瑰,手留余香 查地沟油记者李翔身中10余刀,惨死。为了我们的健康,他付出了年轻的生命。：各位好！查地沟油的记者李翔,死了, 身中10余刀,惨死。他为全国不能吃特供的十多亿人民的食品安全努... http",";;赠人玫瑰,手留余香,帮转··;",2012/9/20 11:40,rumor
调查地沟油的记者李翔死了，死于谋杀！说实话的赵普禁声了，默于压力！他们都是我们时代稀罕的有良知的物种！一个付出了年轻的生命，一个付出了美好的前程！请轻轻的动一下鼠标，转发、表达一下内心的谢意及对更加美好中国的祈祷!                 ,,2012/9/25 11:05,rumor
"地沟油的记者李翔,死了, 身中10余刀,惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命位中医告诉,要检测是否地沟油的最简单方法是",转发微博;究竟何为不实？;转发微博;,2012/9/21 11:30,rumor
【吃着地沟油的命，操着中-南-海的心】林语堂：中国人就是这样可爱，本身是最底阶层的奴隶，利益每天都在被损害，却具有统治阶级的意识，总为主子思考。在动物世界里找这么弱智的东西都几乎不可能！ @章立凡 @袁裕来律师 @左小祖咒 @叶匡政                 ,为国操心，匹夫有责。呵呵;[国旗];回复@那只寂寞的三脚猫:三个代表;,2012/9/14 8:51,rumor
【怎么鉴定地沟油】炒菜时放一颗剥皮的蒜头(蒜子)，蒜子对黄曲霉素最敏感。如果蒜子变红色就是地沟油，含有大量黄曲霉素。把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油。转给身边滴朋友吧！关注@史上第一震惊 [转发] 震惊你……震惊你……                 ,辨别地沟油，，同志们看看;想要了解杭州最新最潮最划算的吃喝玩乐信息，就来和我一起来快乐荡杭州吧~~~~;转发微博;,2012/9/1 15:00,rumor
把家里的油放到冰箱2个小时，如果出现白色的泡沫，那就是地沟油.或者用最简单方法,//@左眼_先泪流://@热门时尚坊: 转发微博;老谣言了;//@红色淮源: 可怕的地沟油鉴定方法！！;,2012/6/2 8:00,rumor
"查地沟油的记者李翔，死了, 身中10余刀，惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命。为了我们的健康，他付出了年轻的生命。我们能为他做的就是：请动一下鼠标，转发一下表表谢意。如果出现白色的泡沫一样的东西，那就是地沟油，请发出你的爱心，转转吧！",;//@咸宇茜饭oo: //@5爱您: //@小猪_BETTY: 转发微博;//@小猪_BETTY: 转发微博;,2012/5/29 11:56,rumor
"把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油.请发出你的爱心，把这信息转发到你的亲戚朋友。 一位中医告诉,要检测是否地沟油的最简单方法是在炒菜时放一颗剥皮的蒜头蒜子对于黄曲霉素最敏感。如果蒜子变红色，就是用地沟油，含有大量黄曲霉素。食油良好的话，蒜子是白色的                 ",哈哈~~~太极正骨就是靠这方法整蛊的啊~~发假新闻的白痴~丢脸丢到家了~哈哈！;求扩散//@易易柴胡:转发微博;蒜子鉴定已经避谣了，不靠谱。;,2012/5/31 13:26,rumor
